time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1718026248.5673506,3,1609043644.0483356,-0.00258094067173209,0.002624176242378326,0.0007782722649824821,-0.00017046056108838,-4.06147015988736e-05,-6.29071864975235e-05,0.9999999826681641,-0.0007201359010187095,-0.0033449961749188553,0.0012067783137564752,0.0,0.0,0.0
1718026248.661554,4,1609043644.1428456,-0.0034140680103934146,0.002307649398521821,0.0008936604109525384,-8.687822970355622e-05,-6.09811480997024e-05,-6.808070857435284e-05,0.9999999920492445,-0.004733630745896996,-0.005845314802215759,0.000821492574164648,0.0,0.0,0.0
1718026248.7755606,5,1609043644.2544737,-0.0035412809748818007,0.0028597144783609908,0.0003209587668001255,-0.0002976474968668692,-1.2724418226388296e-05,-6.505604021842809e-06,0.999999955600865,-0.0010494425467511381,-0.0034879302624854364,-0.004758063867477038,0.0,0.0,0.0
1718026248.8660758,6,1609043644.3490796,-0.003825754157667354,0.005291824487542831,0.0006732276828707045,-0.00018285236985112185,-5.877614852797755e-05,-9.377083076016245e-05,0.9999999771587016,-0.0007139349405920761,0.0110455475800764,0.0001861251275312387,0.0,0.0,0.0
1718026248.9623952,7,1609043644.4427984,-0.003630275694487213,0.005272163202679842,0.001343624651043501,-0.00010363098940568025,-6.256082787391134e-05,-0.00019509527180626483,0.9999999736422966,0.0007321695472408431,0.007644618497217318,0.004245649270588165,0.0,0.0,0.0
1718026249.0724928,8,1609043644.5545394,-0.0041106334493616215,0.005508682240530193,0.00047635729704115454,-0.0002581897441936657,-1.65478483110058e-05,-3.155812871040387e-05,0.9999999660341526,-0.0017293681420390379,0.0028268500863873917,-0.004288998130921745,0.0,0.0,0.0
1718026249.1654887,9,1609043644.648283,-0.003842638212121799,0.0058288856601179315,0.00062701913265967,-0.00017498171588817586,-2.674479415286735e-05,-4.435497151898238e-05,0.9999999833493745,0.0010349724188840552,0.004286903961386649,-0.0009255776642708917,0.0,0.0,0.0
1718026249.262483,10,1609043644.742824,-0.003613761525448042,0.0061757508095813835,0.0008092455789955387,-8.934618550776874e-05,-8.302539432451889e-05,-0.0001896384271499431,0.9999999745806538,0.002208576931714934,0.0046202372995313426,0.0012514327966835065,0.0,0.0,0.0
1718026249.372167,11,1609043644.8537562,-0.004111163369518981,0.006014024797506672,1.1897858672233899e-05,-0.0002374926413603898,-3.025082237547363e-05,-8.262936551618e-05,0.9999999679272596,-0.0011216681991713905,-0.0008750034852540762,-0.004808678458844575,0.0,0.0,0.0
1718026249.4658473,12,1609043644.948105,-0.004897678803985311,0.005864772917088345,0.00032791378154110667,-0.00015386317425721943,-7.810814230543372e-05,-8.726289457062468e-05,0.9999999813052135,-0.004382437680658644,-0.0007814118908074512,-0.0003948742621175602,0.0,0.0,0.0
1718026249.5609996,13,1609043645.0435874,-0.003194075931479021,0.004716955171091282,0.0013199401666212128,-8.790551034788375e-05,-4.828346093574983e-05,-6.688927315788316e-05,0.999999992733576,0.0075858165306522205,-0.004249123708592231,0.005881428283719664,0.0,0.0,0.0
1718026249.6732178,14,1609043645.1536674,-0.00455947451160105,0.004122265748419858,0.0005196660825487965,-0.0002694039808459311,5.710559102646871e-06,-8.701127667802965e-06,0.9999999636565856,-0.0030690035481863095,-0.007426529684254086,-0.0028965249790213867,0.0,0.0,0.0
1718026249.7661426,15,1609043645.2475128,-0.0047382242826561494,0.005537858296471141,0.0006757863192229437,-0.0001661156967569776,-4.1297167705027174e-05,-9.835244341292564e-05,0.9999999805134575,-0.0014050016885035401,0.0041690002187456665,0.00020114201576000622,0.0,0.0,0.0
1718026249.8609595,16,1609043645.3440404,-0.0038341734905732654,0.005714735837649409,0.001322879259585412,-8.005778411527668e-05,-7.668536503259014e-05,-8.380383658581226e-05,0.9999999903435111,0.004140749877590282,0.0055690361992598355,0.004727461918397905,0.0,0.0,0.0
1718026249.971693,17,1609043645.453453,-0.0038976783228282415,0.005425967459254874,0.0003162863294616502,-0.00023535544994117224,-2.3335460955914273e-05,-7.803212608170787e-05,0.9999999689871267,0.0024691629313883506,0.0005651817900669117,-0.004838562626781595,0.0,0.0,0.0
1718026250.0709772,18,1609043645.5487955,-0.004454523541535181,0.006300820406570613,0.00024907103806538473,-0.00020602630865266936,-2.2719121950081154e-05,-8.475579716545668e-05,0.9999999749267273,-0.0008842833569326055,0.005014671485253288,-0.002416213207367261,0.0,0.0,0.0
1718026250.160888,19,1609043645.6442993,-0.0049815966604178225,0.007682340919760244,0.0010775120839494794,-0.00012239460287383674,-5.412876687291636e-05,-0.0001118323778144811,0.9999999847915783,-0.0031507701342543986,0.010602506221939366,0.003891746953360515,0.0,0.0,0.0
1718026250.2722137,20,1609043645.755131,-0.004098941651807615,0.006282608519581957,0.0001349990298667785,-0.0002751188155632615,-2.5951405775263592e-05,-4.501149523315112e-05,0.9999999608050625,0.0029727799457160663,-0.0009204107902700369,-0.004779994821303247,0.0,0.0,0.0
1718026250.3652809,21,1609043645.8469865,-0.0034494879796862525,0.0051332970020321845,0.0007191795060036498,-0.000145607737338376,-4.9773731296293865e-05,-6.0558836470805685e-05,0.9999999863267939,0.004508119211953884,-0.003718109855157151,0.0012788528397745177,0.0,0.0,0.0
1718026250.460403,22,1609043645.9437935,-0.003457121070597314,0.0052437464586897395,0.0013000206749217075,-9.711615434290458e-05,-6.21591999223287e-05,-0.000102402059876915,0.9999999881092518,0.0029426028810248498,-0.000693937310233875,0.004221980281732467,0.0,0.0,0.0
1718026250.5717533,23,1609043646.054741,-0.004176191080134202,0.00457763478332512,0.00040463351959194504,-0.00024931873424115486,1.5559139486669556e-06,-4.119834579000664e-05,0.9999999680702205,-0.0021095447979871886,-0.005086360317708009,-0.003911665943375374,0.0,0.0,0.0
1718026250.665129,24,1609043646.148298,-0.004595655903866731,0.005476126113811684,0.0008836669730753618,-0.0001594567821131619,-3.45661163118973e-05,-1.9119969941645418e-05,0.9999999865065714,-0.0028044054113253326,0.0031330094031353168,0.0009480634676579053,0.0,0.0,0.0
1718026250.7607331,25,1609043646.2435899,-0.004538638295758032,0.006920600436681725,0.001331941504600676,-9.829974020553328e-05,-6.661566271387785e-05,-0.0001698148896941885,0.9999999785312078,-0.0005389821081327366,0.010595319387638373,0.00367290323216739,0.0,0.0,0.0
1718026250.8720176,26,1609043646.3547957,-0.004120801923276712,0.007007392262114757,0.0006784586317328896,-0.0002721860781944156,1.7099787303317023e-05,-1.460466672944084e-05,0.9999999627045179,0.0020102113004259797,0.005099573278977079,-0.0032449203086820063,0.0,0.0,0.0
1718026250.9657898,27,1609043646.4484806,-0.005068105855495176,0.0070056361079819055,0.000911235790244513,-0.000160876044212255,-4.5931817591399806e-05,-6.023007932307481e-05,0.9999999841907511,-0.003867698012302859,0.003967147063411639,4.426417935157051e-05,0.0,0.0,0.0
1718026251.0608559,28,1609043646.5420773,-0.005165977564592565,0.00768970982634361,0.001664923155882971,-8.868062754149236e-05,-6.32768105285651e-05,-0.00013602283380107844,0.9999999848147891,-0.0024096949183538855,0.006792751269318928,0.004704112142260188,0.0,0.0,0.0
1718026251.1719606,29,1609043646.6547694,-0.004869558006600843,0.006429208732481678,0.0007440624238832126,-0.00023516615923777016,-2.672697241831325e-05,-5.601754211822504e-06,0.9999999719755807,7.002332541292599e-05,-0.0025728385708469444,-0.0034675948757947614,0.0,0.0,0.0
1718026251.2648642,30,1609043646.7477064,-0.004072876192500549,0.005467213744507298,0.0008222141066846147,-0.00015814084749848494,-3.741043808298928e-05,-6.550145086221956e-05,0.9999999846507438,0.003825392407854988,-0.003285043824839297,-0.0003172320692747606,0.0,0.0,0.0
