time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1718025778.7097206,0,1609043643.7481055,-0.0013651764134394555,0.00171174032082154,-0.7506787505913511,-0.00019282382342045965,-6.625659672006915e-05,-3.490580458245959e-05,0.9999999786053103,0.0013637125878922564,-0.011985284920890328,-0.0033576317396450317,0.0,0.0,0.0
1718025778.8022525,1,1609043643.8434863,0.00445814586715454,0.008363838020297752,-0.7672352468799278,-0.00041928499789723963,0.00012218851866583228,0.00012277820797827106,0.999999897097778,-0.011287011544405963,-0.012843585594904162,-0.0008144142283171827,0.0,0.0,0.0
1718025778.914045,2,1609043643.9554763,0.0047854238254294015,0.0075447176630955,-0.7539154947600605,-0.0006197957940767557,-5.7973159119109147e-05,7.369603678121727e-05,0.9999998035305698,-0.007922415138807119,0.011904995407021075,-0.007553851594828434,0.0,0.0,0.0
1718025779.00954,3,1609043644.0483356,0.007252353124078867,0.0060532931401747715,-0.7495487570749436,-0.0005094962787793309,4.814280120157859e-05,9.726947470557085e-05,0.9999998643172209,0.008009102185128259,0.0024742798684825986,-0.0014544785637504573,0.0,0.0,0.0
1718025779.1022167,4,1609043644.1428456,0.006074502133953684,0.006210176524339442,-0.7578289437885112,-0.000627025757866174,7.821666184070985e-05,0.00011184477266432066,0.999999794105777,0.011090085849577089,-0.0016108622624180075,0.0009628745717795814,0.0,0.0,0.0
1718025779.2133849,5,1609043644.2544737,0.040912606084886644,0.08363680874767297,-0.8605649640648173,-0.0006816966388339819,-7.76984190670751e-05,9.503709685102939e-05,0.9999997601102687,0.007005354205009978,0.006612466874693659,-0.0018437437915563948,0.0,0.0,0.0
1718025779.3071406,6,1609043644.3490796,0.03622540822403859,0.08986512191566759,-0.8603911292201227,-0.0006136474291789804,-1.6521273673485322e-05,0.0001129586204904314,0.9999998052020949,0.02812871406613775,0.05293548809044909,0.0032879289939234035,0.0,0.0,0.0
1718025779.4038217,7,1609043644.4427984,0.0003046568445413487,0.01819253832249967,-0.7558210713923079,-0.0004669948161361999,1.2705050650539594e-05,6.383752419016073e-05,0.9999998888395892,0.0282215925124439,0.05406978378997565,0.006079599065578211,0.0,0.0,0.0
1718025779.5131862,8,1609043644.5545394,0.009294888392119602,0.017111220880518942,-0.7496333943297451,-0.0006420953237162835,0.00016615514343391925,0.00023446111233669725,0.9999997525669927,0.014392367189242281,0.03768338517456546,-0.002568077572423128,0.0,0.0,0.0
1718025779.6065927,9,1609043644.648283,0.011561578164050132,0.019678864613612977,-0.7565675443738472,-0.0006130651815640431,0.00016705574016518453,7.400788492973184e-05,0.9999997953831244,0.0036028054721260715,0.028879871011460237,-0.0004729345227358298,0.0,0.0,0.0
1718025779.7034376,10,1609043644.742824,0.009338647948162908,0.0178249385791773,-0.7567464899094087,-0.00039698690829913095,6.746505153105341e-05,7.42072216735935e-05,0.9999999161715685,-0.00010340330417185932,0.004608302075714124,0.007006745381417993,0.0,0.0,0.0
1718025779.8137112,11,1609043644.8537562,0.005801258160444187,0.015841446342430593,-0.7569700200829176,-0.0006547375023832604,2.7021759735671998e-05,0.0001297934522332706,0.9999997768711162,-0.005571060410532476,-0.00869488275728684,0.0005210916850155291,0.0,0.0,0.0
1718025779.9077737,12,1609043644.948105,0.00571239269029673,0.015989559284606825,-0.7594412508669067,-0.0005107372428962776,6.543317455457038e-05,0.0001667659438795174,0.9999998535275311,-0.006210184651824852,-0.009983988327032628,-0.0011001684237564235,0.0,0.0,0.0
1718025780.0027118,13,1609043645.0435874,0.00542778810743383,0.01666333983059334,-0.7616332566460788,-0.0006721058174417479,0.00011290282517167496,0.00010121832388309122,0.9999997626407559,0.0027908578045970824,-0.0036105301732068957,0.0024043343134847873,0.0,0.0,0.0
1718025780.1139781,14,1609043645.1536674,0.007590726939380737,0.015231887201537784,-0.7620180504494775,-0.0007425724534290999,6.950193750722895e-05,0.0001659079093212542,0.9999997081150538,-0.002395969798806976,-0.01796081700602499,-0.0019034469715166836,0.0,0.0,0.0
1718025780.2077172,15,1609043645.2475128,0.003509469159142271,0.016894721307262002,-0.7609371312834164,-0.00034759375867344556,-4.2565132721131594e-05,9.599315468657477e-05,0.9999999340760475,-0.005575579365676312,0.006341696346540492,0.0025048179183410763,0.0,0.0,0.0
1718025780.3015752,16,1609043645.3440404,0.006179061480560027,0.018057259681221356,-0.7569590681504109,-0.0004470128837647321,-0.00014133203158689055,6.686011157683203e-06,0.999999890080009,0.0004622817980244661,0.017752374166632546,0.0032796730296472546,0.0,0.0,0.0
1718025780.412873,17,1609043645.453453,0.011395886980118102,0.02283766542377408,-0.7568496364509794,-0.0008334240843267975,-9.05095641836058e-05,6.160101921680149e-05,0.9999996467087479,-0.0020904054332198077,0.00984772196151253,-0.005231273719435221,0.0,0.0,0.0
1718025780.5066607,18,1609043645.5487955,0.007362744232264978,0.0239539406336367,-0.7418060159769503,-0.0007982422417261452,-0.00017641606071497093,9.219441389923787e-05,0.9999996615933819,-0.006346383240579635,0.0007003809936308499,-0.005001055699279848,0.0,0.0,0.0
1718025780.603493,19,1609043645.6442993,0.012259638990704298,0.016714856810575215,-0.7474119519843774,-0.0005883734690127082,-0.00017792125812548173,6.157545530885742e-05,0.9999998091845528,-0.0020659404754977103,-0.0016903964046858706,-0.004105845171811242,0.0,0.0,0.0
1718025780.713696,20,1609043645.755131,0.010612176744139099,0.015402028125992812,-0.7477841351698877,-0.0006986948628621153,-1.9519297320507e-05,0.00010439993752031706,0.999999750272534,0.0014042734622947512,-0.006495398297521892,-0.003552932028757595,0.0,0.0,0.0
1718025780.8061366,21,1609043645.8469865,0.0069090574301470436,0.017706862232399437,-0.7587813677027451,-0.0005615698736987444,-0.0001526188031472581,5.068712353857149e-05,0.9999998293887776,0.007552830608788642,-0.006746066357322572,0.002058142499985599,0.0,0.0,0.0
1718025780.9017398,22,1609043645.9437935,0.008701115201175495,0.017082770716796262,-0.7599193397696513,-0.0005705393360927769,-0.0001003503524100283,6.90758624710378e-05,0.9999998298215799,0.005559876436717582,0.0008624586665362099,0.003963849906131818,0.0,0.0,0.0
1718025781.013032,23,1609043646.054741,0.008877392344671761,0.013672267921502886,-0.7529528430475994,-0.0009621901968758528,4.5657131587010467e-05,0.00013811543992344895,0.9999995265146718,0.00043916084134908075,-0.003369042034577523,-0.0015023212087767347,0.0,0.0,0.0
1718025781.1061134,24,1609043646.148298,0.011664790865171762,0.015223469337811149,-0.7489687564211644,-0.00038951566109046986,-6.637468086769336e-05,7.70943067640006e-05,0.999999918964203,0.0033714437493623404,-0.0015349029370952175,0.002891794555841165,0.0,0.0,0.0
1718025781.201812,25,1609043646.2435899,0.009893525041142642,0.015174725844800473,-0.7525886415468784,-0.000460905288854586,-9.767939921657775e-05,3.769043066206452e-05,0.9999998883022304,-0.0016027223353141978,0.007222362414968113,0.008072869530219797,0.0,0.0,0.0
1718025781.3125975,26,1609043646.3547957,0.045794606008923974,0.08646947017925753,-0.8491880770173823,-0.0006677448255105476,9.163959101710707e-07,0.00020155140229746456,0.9999997567464873,0.0017974961241594154,-0.009174390252955042,0.0015316901494489997,0.0,0.0,0.0
1718025781.4071443,27,1609043646.4484806,0.04528573017892135,0.08500260964498053,-0.8482383926227302,-0.0006923929108767985,-5.519963403961636e-05,0.00017412488014726052,0.999999743612755,0.0007338861458879705,-0.008369174628469972,-0.00495178995671749,0.0,0.0,0.0
1718025781.5016932,28,1609043646.5420773,0.0036504340249780753,0.013471001543085625,-0.7551187007449798,-0.0003955914377881834,-0.0002313675855299611,4.629732005853436e-05,0.9999998939164971,-0.0009718577188721918,0.013936571854190671,-0.003744253784300787,0.0,0.0,0.0
1718025781.6132379,29,1609043646.6547694,0.0067939456605275415,0.016242025577553616,-0.7526324777063808,-0.0006086983465016825,-0.00024979546553448675,0.0001702715296065433,0.9999997690480469,-0.0018155877364637691,0.007362185625004078,-0.002310641985898158,0.0,0.0,0.0
1718025781.707098,30,1609043646.7477064,0.010197408155593671,0.013968651342451763,-0.7464689851686411,-0.00046690572657829773,-0.0003553229136835245,0.0002072472996681402,0.9999998063965906,-0.0004043910923451669,-0.0007392528647477709,0.003971546094264226,0.0,0.0,0.0
1718025781.8019502,31,1609043646.8436756,0.011002774827349307,0.015056883763317284,-0.7481805747235047,-0.0007285854675889124,-0.00036244329252384466,0.00010344859917146138,0.999999663548171,-0.00355333817069578,0.0009140647066584428,0.0009719793717916296,0.0,0.0,0.0
1718025781.9137225,32,1609043646.954687,0.008133402906562563,0.019030059402362288,-0.755284759511205,-0.0012386400801496053,-0.0005768286536224723,0.0002216481677203973,0.99999904195531,-0.012026192427174273,0.01083776942393885,-0.010940483459642528,0.0,0.0,0.0
1718025782.0066297,33,1609043647.0484443,0.005794838753754582,0.01726853967948857,-0.7505258560917155,-0.0009216164520136732,-0.0003170559290403196,0.00010714284862811006,0.9999995193094118,-5.849324967755615e-05,0.01587565185961856,-0.00514504624359885,0.0,0.0,0.0
1718025782.1013675,34,1609043647.1431322,0.006076710640917294,0.016644776499055554,-0.7561652179701928,-0.0007779539911857325,-0.00042208723895945907,4.593357937876381e-05,0.9999996072599467,-0.00301003945665952,0.01098708796836776,-0.0017722699564459792,0.0,0.0,0.0
1718025782.212867,35,1609043647.2533827,0.008090446301133852,0.02129627116407235,-0.7550971970769645,-0.0007847029991589255,-0.0002304080655758433,0.0001867554401550651,0.9999996481377998,0.005846191506932905,-0.0031505758151920086,0.006919459137208433,0.0,0.0,0.0
1718025782.3064668,36,1609043647.3478925,0.008247299295270296,0.020698669010562783,-0.7491749379707939,-0.00050591954779483,-0.0003268976591594636,0.00016876967941861475,0.9999998043500404,0.008969472021483363,-0.010261458898342304,0.007876686003259465,0.0,0.0,0.0
1718025782.4028547,37,1609043647.4433644,0.00623935130110583,0.012979170320956804,-0.7505159415111062,-0.0008704687285392712,-0.0002428951488532648,7.691539693826579e-05,0.9999995886849911,0.010996258677180754,-9.719803641980093e-05,0.006022665506374673,0.0,0.0,0.0
1718025782.5129712,38,1609043647.5539763,0.01044489132320262,0.009622806237330667,-0.7433779652133237,-0.0007306687485350084,-0.00010754055080574261,0.00018637995780803034,0.9999997099103134,-0.0007426825279207693,-0.010471379468267917,0.000487226932183029,0.0,0.0,0.0
1718025782.6067817,39,1609043647.648556,0.011858707216854357,0.014065405085238711,-0.7460603595283639,-0.0007369472674009625,-9.110439047255991e-05,0.00012331462245992092,0.999999716701064,0.0020894486263649224,0.003940337803035208,0.0004799625719555006,0.0,0.0,0.0
1718025782.7024906,40,1609043647.743755,0.005847732924626786,0.016759335929269054,-0.7505216550587771,-0.00026639058260129547,-0.00026653107021787825,7.831246539125437e-05,0.9999999259321934,-0.0023705747804672996,0.016965706366682848,0.00201276382907288,0.0,0.0,0.0
1718025782.8137717,41,1609043647.8550954,0.006560384332917538,0.017334693441300862,-0.7577190087195546,-0.0006991046423170451,-0.00011995862159620072,0.0001964075961250177,0.9999997291432996,-0.0020441812579812036,0.0006536188964259872,-0.002178445829486751,0.0,0.0,0.0
1718025782.906261,42,1609043647.9484456,0.009120653715808103,0.01679680700284075,-0.7549429625786803,-0.0006892152090088162,-0.00018634561741351488,0.00010705081040639988,0.9999997393988761,-0.0006809003720327335,0.010832663391437684,0.002880515568267213,0.0,0.0,0.0
1718025783.0017543,43,1609043648.0437155,0.013727084612765632,0.014644870046921867,-0.7515873408894995,-0.0005308343513297959,-0.000361340882662587,0.00011387346228915535,0.9999997873402184,0.004775229328783609,0.005538721549439515,0.0035876615066189337,0.0,0.0,0.0
1718025783.113518,44,1609043648.1546316,0.00777743292383352,0.008132703790749742,-0.7404903674001182,-0.0006757231519679565,-0.000291616282664696,0.00021152753769835108,0.9999997068070849,-0.0005399692723289237,0.001355589411902267,-0.0037187455695502003,0.0,0.0,0.0
1718025783.2064812,45,1609043648.2484314,0.005964666580809075,0.009171885709662967,-0.7411104201909245,-0.000624032212237574,-0.00012413065315086786,8.700951709275972e-05,0.9999997938023351,-0.00047254810255500186,-0.0044431435491580655,0.000162069135317933,0.0,0.0,0.0
1718025783.302922,46,1609043648.3431349,0.010635679101431804,0.011433477873620892,-0.7449931763492909,-0.0002280159059620364,-0.0003340659359587487,9.549086994788117e-05,0.9999999136450877,0.002162765707801477,-0.0033302492819640107,0.005098866000794135,0.0,0.0,0.0
1718025783.413297,47,1609043648.4549909,0.005173206915492579,0.0094763650084502,-0.7495112371351267,-0.0006713688439770246,-0.0003448630789246625,0.000270307701138758,0.9999996786334843,-0.005448405656876794,-0.015036721957146663,-0.0021300050566779383,0.0,0.0,0.0
1718025783.506922,48,1609043648.5484207,0.005576698153978349,0.01578786598963487,-0.754585323276773,-0.00045899109732818014,-0.00040430982650625845,0.00022641761188888157,0.9999997872978756,-0.006151742909847869,-0.001676319514796465,0.0031310332141159586,0.0,0.0,0.0
1718025783.6013947,49,1609043648.6437085,0.008645399655871463,0.018327520061962563,-0.7582227706888085,-0.0003927997903338605,-0.00044522989269592467,0.0001974523632603081,0.9999998042455942,0.0017824875941595307,0.0012594825835403893,0.004391833059426103,0.0,0.0,0.0
1718025783.7131102,50,1609043648.7546694,0.010818097614457988,0.016513259220894836,-0.7551448608083661,-0.0006666357004668385,-0.0002472732660066726,0.00017759417273339063,0.9999997314565031,0.0012064166288892825,-0.004837121252813331,7.587307989449787e-05,0.0,0.0,0.0
1718025783.8064861,51,1609043648.8483977,0.00846031735277181,0.016236962689787398,-0.7526611377620704,-0.0004581758940746461,-0.0002881630321712807,0.00018299562933607688,0.9999998367747421,-0.00055873398045475,0.004293908201995051,0.0004982185083594451,0.0,0.0,0.0
1718025783.9072862,52,1609043648.941838,0.007034624146217665,0.018600804697655834,-0.749923396400236,-0.0009376557185829826,-0.00017468002790495772,0.00018496879657276197,0.9999995280374779,0.001977736851177401,0.018091819380385635,0.0025769865185588173,0.0,0.0,0.0
1718025784.012578,53,1609043649.0537512,0.007170860348513055,0.022326861831750658,-0.741141784174233,-0.0005056755206575917,-0.00020133458042350479,0.00019619434805052906,0.9999998326321982,-0.0037006359147257186,0.005458606127137668,0.0008676459335033003,0.0,0.0,0.0
1718025784.1074586,54,1609043649.1482942,0.009205081129127426,0.018225738603771573,-0.754096290687875,-0.0006112912061781085,-0.0002458078626997163,0.00015244624374380426,0.9999997713308202,0.002574313578004662,0.005342733509558162,0.0012852657251125885,0.0,0.0,0.0
1718025784.2018824,55,1609043649.243757,0.01926949521764816,0.014340132257916064,-0.7430128934687941,-0.0003993405058424642,-0.00021359562574305453,0.00015071555024108276,0.999999886094436,-0.0010008486009205524,0.0016378842546032196,0.002438404140478042,0.0,0.0,0.0
