time,field.header.seq,field.header.stamp,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.twist.twist.linear.x,field.twist.twist.linear.y,field.twist.twist.linear.z,field.twist.twist.angular.x,field.twist.twist.angular.y,field.twist.twist.angular.z
1718024752.5628316,0,1609059013.5613792,-0.003924386226776071,0.0014406474324587856,-0.00025314737735004564,-7.082610486400807e-06,-0.0002943452747650891,1.2746330238596842e-05,0.9999999565741112,-2.617213409187761e-05,-0.0002934505997633102,-0.0019395078787989362,0.0,0.0,0.0
1718024752.6590176,1,1609059013.6552362,-0.0025111421133962425,0.005273716882269518,4.9352849654777665e-05,-3.813923767098404e-05,-4.718924417580953e-05,-6.690374178831413e-05,0.9999999959212306,0.015709263144001187,0.04299282082713619,0.0030416713027978113,0.0,0.0,0.0
1718024752.848879,2,1609059013.7656472,-0.00017639704397035927,0.008298228943035741,-0.000851493819285722,-4.950466344528509e-05,-0.00014140360557136252,-0.00012082040973851846,0.9999999814783673,0.0202410882170451,0.03193507109585303,-0.0048276810138013024,0.0,0.0,0.0
1718024752.8730211,3,1609059013.8603215,-0.0019497340546568904,0.007670053610501918,-0.0004409064527510157,-6.592149353067527e-05,-0.0001173532949995342,-5.460431268316619e-05,0.9999999894504642,-9.278770612321935e-05,0.013670543061591819,0.00021262739479045896,0.0,0.0,0.0
1718024752.951602,4,1609059013.9555137,0.0003105663427683644,0.006755703078296481,0.000607270306998796,-1.314411247233478e-05,-8.836552383288615e-05,-4.1789893652840505e-05,0.9999999951361848,0.01180398785623991,0.0021846975177137132,0.007271963965099243,0.0,0.0,0.0
1718024753.063234,5,1609059014.0663762,0.0011209598669289084,0.006763200451645137,0.0002129689126612416,-4.574036663148862e-05,-0.00013789683716992573,-5.816605144861715e-05,0.9999999877544947,0.009931914148800895,-0.0007658303372728566,-0.00020241659004096788,0.0,0.0,0.0
1718024753.1569388,6,1609059014.1604142,0.0003005412998032428,0.0062372535218074,-0.0001824774380549591,-3.387189182833206e-05,-0.00013176010262852032,-4.818888747479572e-05,0.9999999895848992,7.622400419394527e-05,-0.0036120922057043523,-0.0029474562272430375,0.0,0.0,0.0
1718024753.252543,7,1609059014.2553174,-1.5678904463114513e-05,0.007228899130274422,5.32382343197689e-05,-1.9767431736109444e-05,-0.0001444525952732236,-0.00014474794980533936,0.9999999788953619,-0.0024435431953689192,0.002114695338272116,-0.00019220498431456092,0.0,0.0,0.0
1718024753.3626463,8,1609059014.3661335,-0.001555000403589116,0.0037137777153198204,-0.0006886749474137464,-4.198967957388227e-05,-0.00013328468600540966,4.637472219296713e-06,0.999999990225275,-0.009962165783380057,-0.017044462114364948,-0.005651199903843986,0.0,0.0,0.0
1718024753.4570673,9,1609059014.460222,-0.001934528749675057,0.0033411847339452883,-0.0007052994379185596,-5.518881314447776e-05,-0.0001378878974534465,2.4976073691768544e-05,0.9999999886586579,-0.00875394674759599,-0.012467207159606163,-0.0024910446215583456,0.0,0.0,0.0
1718024753.5526078,10,1609059014.5659277,-0.002366388320490833,0.0030584017948308705,3.679476806566812e-06,-3.0494424913801342e-05,-0.0001227704741146872,2.5845612965244935e-05,0.9999999916647515,-0.0074879556528057506,-0.009194418942444927,0.0031705808515114114,0.0,0.0,0.0
1718024753.6631954,11,1609059014.665986,-0.0029488778277291434,0.0020317549125314807,-0.0008420482166517371,-2.789839717221816e-05,-0.0001430196983020558,-2.406006057294267e-05,0.9999999890940788,-0.007181193160471144,-0.010635983535349043,-0.004345581576836035,0.0,0.0,0.0
1718024753.7570698,12,1609059014.7598484,-0.0018464496522197095,0.003859429208595974,-0.0004977598058986517,-1.9328793322123002e-05,-0.00012546837853376588,-3.5033563274581507e-05,0.9999999913283661,0.0010880511093641371,0.002589989599990083,0.00033341057104041474,0.0,0.0,0.0
1718024753.851984,13,1609059014.8546803,-0.0011242523298882134,0.001717156151178367,0.0001436195995471313,1.3605790647336646e-06,-0.0001506066703175051,-7.24685201191697e-05,0.9999999860320461,0.00409039629646283,-0.008315929797514676,0.003607599201255876,0.0,0.0,0.0
1718024753.9623303,14,1609059014.9658728,-0.0012326126686388428,0.0023130811092788974,-0.0005370442343158007,-3.217043102339557e-05,-0.00012563772777613995,-5.6571856801972515e-05,0.9999999899899249,0.0010707169895569665,-0.0026499920491778964,-0.003167584997631124,0.0,0.0,0.0
1718024754.0593147,15,1609059015.0615332,-0.0021972685441620054,0.004294880622166004,-0.0008900576977583614,-3.096721311481534e-05,-0.00013874894703240308,-2.906820349874803e-05,0.9999999894724,-0.004527391287433649,0.007405028189467363,-0.003827075749587062,0.0,0.0,0.0
1718024754.1509323,16,1609059015.1550894,-0.0014495482276869686,0.005563150249704037,3.4188423554151345e-05,2.8034164847203003e-05,-0.00011116828136592106,-0.00010694916787819532,0.9999999877087866,0.0004346741146237171,0.01069257651030741,0.003669548373101449,0.0,0.0,0.0
